Timestamp	Business Name	Contact numbers	Business address	Email address	Web Address	Facebook Address	Service provided	Opening hours	Category	Path	LastUpdate Timestamp	Column 5	Column 6	Column 7	Column 8	Column 9	Column 10	Column 11	Column 12	Column 13	Column 14	Column 15	Column 16	Column 17	Column 18	Column 19	Column 20
07/10/2025 15:31:36	 Northeast Thai Aluminium RFL Exclusive BBML Classic Showroom	+880 1711 364095	13/14 Al Kaja Market, Mohajon Potti Rd, Sylhet 						Construction & Building Material	northeast-thai-aluminium-rfl-exclusive-bbml-classic-showroom																	
07/10/2025 15:31:36	Al Amana Stone Crusher	01755673963	Upazila: Sylhet Sadar, Union: Khadimnagor, PO: Shayeb Bazar, PS: Airport, Sylhet 	alamanastonecrusher@gmail.com	https://alamanatradingcompany.com/	https://www.facebook.com/alamanastonecrusher		08.00am	Construction & Building Material	al-amana-stone-crusher																	
07/10/2025 15:31:36	Namaz Traders	01711348593	Tuker Bazar, Sunamganj Road, Sylhet	nazmatraders93@gmail.com					Construction & Building Material	namaz-traders																	
07/10/2025 15:31:36	Ensol Enterprise	+8801331062247	1st Floor, Shamim Plaza, Shahi Eidgah to Kumar Para Road, Sylhet	sakibensol@gmail.com	www.rebarcouplerbangladesh.com		One stop rebar coupler support service at Sylhet City	9:00 AM to 6:00 PM (except Friday)	Construction & Building Material	ensol-enterprise																	
07/10/2025 15:31:36	Professional On-Board Couriers	01670291854, 01718316742	2/4 Koti Bhaban (Ground Floor), Bandar Bazar						Courier service	professional-onboard-couriers																	
07/10/2025 15:31:36	S.A. Poribohon Courier Service	0821 719047, 0821 716573	Kazi Mansion (2nd Floor), Zindabazar, Sylhet						Courier service	sa-poribohon-courier-service																	
07/10/2025 15:31:36	Continental Courier Service	0821 704010	Zindabazar, Sylhet						Courier service	continental-courier-service																	
07/10/2025 15:31:36	DHL Service Point	0821 711618, 01929997018	Purbani Shopping Complex (1st Floor), Shop 1, East Zindabazar, Sylhet						Courier service	dhl-service-point																	
07/10/2025 15:31:36	Rainbow Courier Service	0821 723518	Jail Road, Zindabazar						Courier service	rainbow-courier-service																	
07/10/2025 15:31:36	Sundarban Courier Service	+8801917230660, +8801191520063	Front of Al-Hamra Market, Zindabazar, Sylhet						Courier service	sundarban-courier-service																	
07/10/2025 15:31:36	Parcel & Courier Service	01751992979, 01777214481	Poncho Khana Super market (1st floor), Zindabazar						Courier service	parcel-courier-service																	
07/10/2025 15:31:36	TNT Express	01751992979, 01777214481	Poncho Khana Super Market (1st floor), Zindabazar						Courier service	tnt-express																	
07/10/2025 15:31:36	Boishaki Net	01711921197, 01558322510	2 Anwara Shopping Centre (2nd floor), East Zindabazar, Sylhet						Courier service	boishaki-net																	
07/10/2025 15:31:36	J.S. World Wide Cargo Express	01712764514	Mustafa Tower, Zindabazar, Sylhet						Courier service	js-world-wide-cargo-express																	
07/10/2025 15:31:36	Shawkat Air Trading	+880 821 723306	Chouhatta Point, Chouhatta, Sylhet						Courier service	shawkat-air-trading																	
07/10/2025 15:31:36	TMS Express	+8801750448085	Jagannath Jewr Akhramarket, East-Zindabazar, Sylhet						Courier service	tms-express																	
07/10/2025 15:31:36	Global Mail Express	01717995894	18/1,Surma Market, Keane Bridge, Sylhet						Courier service	global-mail-express																	
07/10/2025 15:31:36	Sylhetxpress	01973021040	23/24 Cityheart Shopping Center,1st floor, Bondir Bazar, Sylhet						Courier service	sylhetxpress																	
07/10/2025 15:31:36	Boishakhi International	0821 714433, 0821 722511	5 Al-Karim Plaza, Laldighirpar, Sylhet						Courier service	boishakhi-international																	
07/10/2025 15:31:36	New Digombor Parcel And Courier Service	01718316742, 01929914673	Kuti Bhabon, Bandar Bazar, Sylhet						Courier service	new-digombor-parcel-and-courier-service																	
07/10/2025 15:31:36	Sonar Courier Service 	01714097509	Motalib Villa, Zindabazar, Sylhet						Courier service	sonar-courier-service																	
07/10/2025 15:31:36	Sylhet Post Office	0821 716337	Postmaster Sylhet Head Office, Sylhet						Courier service	sylhet-post-office																	
07/10/2025 15:31:36	Torrent Express	01712622659	31 City Banijik Baban, Bondor Bazar, Sylhet						Courier service	torrent-express																	
07/10/2025 15:31:36	Omex Courier & Logistics .	+880 1992 086020	Omex Courier & Logistics ., Gotatikor Branch, Nagar Mansion, Gotatikor Point, Jokigonj Road,, R250, Sylhet 		http://www.omexcourier.com/				Courier service	omex-courier-logistics																	
07/10/2025 15:31:36	Rainbow Express Parcel Service	+880 1870 746075	Shyamoli Paribahan, N208, Sylhet 						Courier service	rainbow-express-parcel-service																	
07/10/2025 15:31:36	Sundarban Courier Service - Zindabazar	+880 1917 230660	Main Road Hazrat Shahjalal Rd Sylhet Hazrat Shahjalal Rd, Sylhet 						Courier service	sundarban-courier-service-zindabazar																	
07/10/2025 15:31:36	Zia Enterprise	+880 1819 656821	8, Oversees Center, Zindabazar, Sylhet 						Courier service	zia-enterprise																	
07/10/2025 15:31:36	S.A Express	+880 1712 454648	Sylhet Millennium, Office: 08, Sylhet 						Courier service	sa-express																	
07/10/2025 15:31:36	DHL Express Service Point	+880 2 55668100	Purbani Shopping Complex, Sylhet Service Point, Purbani Shopping Complex, Shop No: 01 (1st Floor East, Sylhet 		https://locator.dhl.com/results?address=id:DAC12B&language=en&lc=BD&resultUom=km&clientAppCode=GYD				Courier service	dhl-express-service-point																	
07/10/2025 15:31:36	Ahnaf online sevices	+880 1714 207698	3/e Liaqat Bhavan, Jallarpar Rd, Sylhet 						Courier service	ahnaf-online-sevices																	
07/10/2025 15:31:36	Cargo & Courier Service A-Z	+880 1611 323370	10, VIP Road, Bilpar, Lamabazar, Sylhet 						Courier service	cargo-courier-service-az																	
07/10/2025 15:31:36	Shahjalal cashpayment	+880 1716 927139	1 Rd No. 35, Sylhet 						Courier service	shahjalal-cashpayment																	
07/10/2025 15:31:36	A.J.R Parcel & Courier Service 	+880 1733 384865	Yeasin Plaza, Kadamtoli, Sylhet 		http://ajrgroupbd.com/				Courier service	ajr-parcel-courier-service																	
07/10/2025 15:31:36	Sundarbans Courier Service	+880 1711 045112	Tamabil Rd, Sylhet 						Courier service	sundarbans-courier-service																	
07/10/2025 15:31:36	DHL Bengal Express	+880 1798 325522	East Haque super market, Sylhet 						Courier service	dhl-bengal-express																	
07/10/2025 15:31:36	Karatoa Courier Service	+880 1755 597865	Motaleb Villa, Sylhet 		http://www.kcs-bd.com/				Courier service	karatoa-courier-service																	
07/10/2025 15:31:36	TS Express & Cargo	+880 1780 313459	Sylhet 						Courier service	ts-express-cargo																	
07/10/2025 15:31:36	S. A. Transportation Parcel and Courier	+880 1755 512836	Naiorpool Rd, Sylhet 						Courier service	s-a-transportation-parcel-and-courier																	
07/10/2025 15:31:36	Janani Courier & Transport	+880 1871 042945	23 Jail Rd, Sylhet 						Courier service	janani-courier-transport																	
07/10/2025 15:31:36	USB Express 	+880 1701 208157	Faruk Manzil, House No:03, Block:, Kumarpara Rd, Sylhet 						Courier service	usb-express																	
07/10/2025 15:31:36	Aramax	+880 1712 529137	United poly Clinic, 21 box manson east zindabazar 1st Floor), under of, Sylhet 		http://www.londonexpress.net/				Courier service	aramax																	
07/10/2025 15:31:36	FedEx World Service Center	+880 0821728841	70/A, (Kalam’s home) Kazitula Antaranga electric supply road, (opposite to water development board 		http://www.fedex.com/bd				Courier service	fedex-world-service-center																	
07/10/2025 15:31:36	S. R. Parcel Services 	+880 1615 504947	S. R. Parcel Services , Yachin Plaza, Kadamtoli Busstand, Sylhet 						Courier service	s-r-parcel-services																	
07/10/2025 15:31:36	Sunderban Courier Service	+880 1712731792	Century Shopping Centre, 21, Ambarkhana Rd, Sylhet 						Courier service	sunderban-courier-service																	
07/10/2025 15:31:36	SA Paribahan	+880 0821729086	Sylhet 						Courier service	sa-paribahan																	
07/10/2025 15:31:36	A.J.R Parcel & Courier Service .	+880 1733 384802	A.J.R Parcel & Courier Service ., Shahi Eidgah Road, Kumar Para, Sylhet 		http://ajrgroupbd.com/				Courier service	ajr-parcel-courier-service																	
07/10/2025 15:31:36	Janani Express Parcel Service	+880 1871 042853	20, Anowara Bhaban, Jail Road, Sylhet 						Courier service	janani-express-parcel-service																	
07/10/2025 15:31:36	S.S Express	+880 1718 053430	S.S Express, Pooler Mukh, Sylhet 						Courier service	ss-express																	
07/10/2025 15:31:36	Stead Fast Courier Warehouse	+880 1329 671800	Stead Fast Courier Warehouse, Sylhet 						Courier service	stead-fast-courier-warehouse																	
07/10/2025 15:31:36	International Courier Service	+880 1713 021040	Nehar Market, Jogonnath market,opposite, Sylhet 		http://www.aramex.com/				Courier service	international-courier-service																	
07/10/2025 15:31:36	R S Enterprise	+880 1786 814846	4, Ground Floor, Surma Market, Near Puran Pool, Sylhet 						Courier service	r-s-enterprise																	
07/10/2025 15:31:36	Royale Asia	+880 1719 948563	18, Ground Floor, Galleria Shopping Complex, Jallarpar Road, Zindabazar, Sylhet 						Courier service	royale-asia																	
07/10/2025 15:31:36	Kamal Enterprise	+880 1776 320045	Muchargaon, Dhaka Sylhet bypass rd, Sylhet 						Courier service	kamal-enterprise																	
07/10/2025 15:31:36	World Runner Express .	+880 1721 128679	13, Mannan Super Market, Amborkhana, Sylhet 						Courier service	world-runner-express																	
07/10/2025 15:31:36	Sundorban Enterprize	+880 1712 731792	Century Shopping Centre, Ambarkhana Rd, Sylhet 		https://sundorban-enterprize.business.site/?utm_source=gmb&utm_medium=referral				Courier service	sundorban-enterprize																	
07/10/2025 15:31:36	Quick Mail Express	+880 1745 125947	Quick Mail Express, Electric Supply Rd, Sylhet 						Courier service	quick-mail-express																	
07/10/2025 15:31:36	London Express Iinternation Courier Service	+880 1712 529137	21 BOX MANSON EAST ZINDABAZAR SYLHET 		http://www.londonexpress.net/				Courier service	london-express-iinternation-courier-service																	
07/10/2025 15:31:36	Panda Courier Service Sylhet Hub	+880 1782 346299	Panda Courier Service Sylhet Hub, Sylhet 		http://www.pandacourier.net/				Courier service	panda-courier-service-sylhet-hub																	
07/10/2025 15:31:36	Cargo Clearing House	+880 1711 459589	8, Overseas Center, Zindabazar, Sylhet 						Courier service	cargo-clearing-house																	
07/10/2025 15:31:36	Mamun Enterprise & Sundorbon Courier Service	+880 1792 321716	Shop No-04, National Bank Er Niche, Al Firdows Complex, Kadamtali Point, Sylhet 						Courier service	mamun-enterprise-sundorbon-courier-service																	
07/10/2025 15:31:36	Sheba Transport Agency	+880 1730 484112	Naiorpool Rd, Sylhet 						Courier service	sheba-transport-agency																	
07/10/2025 15:31:36	WorldNet Express	+880 1716 426121	Sylhet 		http://www.worldnet.com.bd/				Courier service	worldnet-express																	
07/10/2025 15:31:36	Skynet	+880 1750 448085	TMS Express Jagannath Gew Market, Sylco Tower, Sylhet 		http://tmsexpress.net/				Courier service	skynet																	
07/10/2025 15:31:36	Shodagor Express	+880 1324 719028	Sanai Community Center, Fencuganj Road, Sylhet 		http://www.shodagorexpress.net/				Courier service	shodagor-express																	
07/10/2025 15:31:36	Paperfly  - Sylhet	+880 1745 712905	Sylhet 		http://www.paperfly.com.bd/				Courier service	paperfly-sylhet																	
07/10/2025 15:31:36	Omex Courier & Logistics 	+880 1992 086021	Omex Courier & Logistics ., Chalibandar Branch,, Chubhani Ghat Rd, Sylhet 		http://www.omexcourier.com/				Courier service	omex-courier-logistics																	
07/10/2025 15:31:36	FedEx Express	+880 1712 840257	FedEx Express, Chouhatta Point, Near Alpine Restaurant, Sylhet 						Courier service	fedex-express																	
07/10/2025 15:31:36	Pathao	+880 9678 202202	House 16, 1st Floor, Block C, Jhorna Complex, Kumarpara Road, Sylhet 		http://www.pathao.com/				Courier service	pathao																	
07/10/2025 15:31:36	London Express	+880 1731 624151	21, Box Mansion, East, Sylhet 		http://www.londonexpress.net/				Courier service	london-express																	
07/10/2025 15:31:36	JMG Express	+880 1714 066955	07, Overseas Center 						Courier service	jmg-express																	
07/10/2025 15:31:36	E Courier Sylhet	+880 1956 958962	House 10 Rd Number 21, Sylhet 		http://www.ecourier.com.bd/				Courier service	e-courier-sylhet																	
07/10/2025 15:31:36	Rainbow Express Parcel Services Limited	+880 1870 746075	Sanai Community Center, Fencuganj, Road, Sylhet 		http://www.rainbowparcel.com/				Courier service	rainbow-express-parcel-services-limited																	
07/10/2025 15:31:36	Steadfast courier service	+880 1324 762867	Steadfast courier service, Sylhet 		http://steadfast.com.bd/				Courier service	steadfast-courier-service																	
07/10/2025 15:31:36	Shodagor Express Limited	+880 1324 719028	Sanai commiunity centre, kadomtoli, Sylhet 		https://tracking.shodagorexpress.net/				Courier service	shodagor-express-limited																	
07/10/2025 15:31:36	Sylhet Express Transport Agent & Parcel Service	+880 1719 012570	Sylhet Express Transport Agent & Parcel Service, Yeasin Plaza, Fol Market, Kadamtoli, Sylhet 						Courier service	sylhet-express-transport-agent-parcel-service																	
07/10/2025 15:31:36	Sundarban Sourier Service - Dhakadakshin	+880 1748 282529	Dhakadakshin agency Golapganj. Sylhet., Dhakadakshin Poschim Bazar Bonoful &Co: Upore. Dhakadakshin, Sylhet 						Courier service	sundarban-sourier-service-dhakadakshin																	
07/10/2025 15:31:36	Digicom Cargo & Courier Service	+880 1711 277421	Al-Falah Tower, Dhupadighir Par E, Sylhet 						Courier service	digicom-cargo-courier-service																	
07/10/2025 15:31:36	Air Link Express	+880 1717 567725	1st Floor, Jogonnat Gieor Market, Zindabazar, Sylhet 		http://www.airlinkexpressbd.com/				Courier service	air-link-express																	
07/10/2025 15:31:36	Fast Express	+880 1712 079334	2nd Floor, Sky View , Above Janata Shoe House, Zindabazar Point, Sylhet 						Courier service	fast-express																	
07/10/2025 15:31:36	DCL. Express & Courier Service	+880 1711 478189	Shop No:21, Ground Floor, Sylhet Millennium, Zinda Bazar, Sylhet 						Courier service	dcl-express-courier-service																	
07/10/2025 15:31:36	Redex Kodomtoli Hub	+880 1972 038803	Redex Kodomtoli Hub, Sylhet 						Courier service	redex-kodomtoli-hub																	
07/10/2025 15:31:36	Decent Oral & Dental Care	01712856804	Stadium Market, Medical College Rd, Sylhet						Dentist	decent-oral-dental-care																	
07/10/2025 15:31:36	Family Dentistry	01775779911	New Medical Road, Kajolshah, Sylhet						Dentist	family-dentistry																	
07/10/2025 15:31:36	Dental World Sylhet	01722170904	Majumdarpara Point (2nd floor), Shibgonj, Sylhet						Dentist	dental-world-sylhet																	
07/10/2025 15:31:36	Holy Dental Care	01714000783	East Dorgah Gate, Sylhet 						Dentist	holy-dental-care																	
07/10/2025 15:31:36	Dental Care Plus	01712946493	Medical College Rd, Sylhet 						Dentist	dental-care-plus																	
07/10/2025 15:31:36	Fahmi Dental Surgery	01922595863	Kumarpara, Sylhet 						Dentist	fahmi-dental-surgery																	
07/10/2025 15:31:36	Prime Dental Care	01766998855	58 - Kismat Complex, Block A, Shahjalal Upashahar Main Rd, Sylhet 						Dentist	prime-dental-care																	
07/10/2025 15:31:36	Samad Dental Care		Rikabi Bazar Rd, Sylhet 						Dentist	samad-dental-care																	
07/10/2025 15:31:36	Dental Point	01715357791	Motin Traders Building, East Dargah Gate, Sylhet						Dentist	dental-point																	
07/10/2025 15:31:36	New Dentist's Point & Maxillofacial Care	01946590010	Adjacent to Sonali Bank, Hazrat Shahjalal Rd, Sylhet						Dentist	new-dentists-point-maxillofacial-care																	
07/10/2025 15:31:36	Asad Dental Clinic	01754194456	East Dhopa Dighir Par, Sylhet						Dentist	asad-dental-clinic																	
07/10/2025 15:31:36	Shahjalal Dental Care		East Dhopa Dighirpar, Sylhet						Dentist	shahjalal-dental-care																	
07/10/2025 15:31:36	Apex Aro Dental	01741191972	Subhanigat, Sylhet						Dentist	apex-aro-dental																	
07/10/2025 15:31:36	Dental solution & Doctors chamber	01717435423	Mohammadi mansion (1st Floor), Subhanighat Sylhet						Dentist	dental-solution-doctors-chamber																	
07/10/2025 15:31:36	Popular Dental Care	01819129677	Tamabil Rd, Sylhet						Dentist	popular-dental-care																	
07/10/2025 15:31:36	Akee Dental Care	01767707777	Shahjalal Upashahar Main Rd, Sylhet						Dentist	akee-dental-care																	
07/10/2025 15:31:36	Orchid Dental Surgery		230 Shahjalal Upashahar Main Rd, Sylhet						Dentist	orchid-dental-surgery																	
07/10/2025 15:31:36	Family Dentistry Sylhet	01775779911	New Medical Road, Kajolshah						Dentist	family-dentistry-sylhet																	
07/10/2025 15:31:36	Dr Md. Ashikur Rahman	01711315813	Dhaka Dental Care, 4th Modhusahid, Rikabi Bazar, Medical Road, Sylhet						Dentist	dr-md-ashikur-rahman																	
07/10/2025 15:31:36	Bangla Dental Care	01716691530	Waves B,95/A,Shohid view(Ground floor),Hotel Marjan-Himel Goli, Amborkhana, Sylhet						Dentist	bangla-dental-care																	
07/10/2025 15:31:36	Dr. M.A Kashem	0821 712230	22 Madhushahid						Dentist	dr-ma-kashem																	
07/10/2025 15:31:36	Ishaam Dental Care	01710576183	Nobu Mansion (1st floor), Medical Road, Kajal Shah						Dentist	ishaam-dental-care																	
07/10/2025 15:31:36	Modern Dental Clinic	0821 717120	East Dorgah Gate						Dentist	modern-dental-clinic																	
07/10/2025 15:31:36	Pro Dental Care	0821 712230	Azad Shopping Complex, Kodomtoli						Dentist	pro-dental-care																	
07/10/2025 15:31:36	Sylhet Dental Clinic	0821 715514	Zindabazar						Dentist	sylhet-dental-clinic																	
07/10/2025 15:31:36	Dr A. B. M Mustafa	0821 718909, 01711358403	56 Stadium Market						Doctor	dr-a-b-m-mustafa																	
07/10/2025 15:31:36	Dr A. Z. M Shakhawat Hossain	0821 723442, 0171880116	Niramoy Diagnostic Centre, Stadium Market						Doctor	dr-a-z-m-shakhawat-hossain																	
07/10/2025 15:31:36	Dr A.T.M.A. Jalil	0821 815110	Hafizul Shopping Complex, 98, Kazalshah						Doctor	dr-atma-jalil																	
07/10/2025 15:31:36	Dr Afroza Begum Sheela	+880 821 714251, +8801711341270	27,28,529 Stadium Market						Doctor	dr-afroza-begum-sheela																	
07/10/2025 15:31:36	Dr Cyrus Shakiba	01716464808	66 East Stadium Market						Doctor	dr-cyrus-shakiba																	
07/10/2025 15:31:36	Dr. D. A. Hassan Chowdhury	+880 821 2830206, +8801711349091	53 Stadium Market (2nd Floor)						Doctor	dr-d-a-hassan-chowdhury																	
07/10/2025 15:31:36	Dr Dipendra Narayan Das	0821 815110	98 Kazalshah (2nd Flr), Osmani Medical College Rd						Doctor	dr-dipendra-narayan-das																	
07/10/2025 15:31:36	Dr Diponkor Nath Talukder	01711859677	ABC Diagnostic Centre, Chowhatta						Doctor	dr-diponkor-nath-talukder																	
07/10/2025 15:31:36	Dr Emad Hussain Choudhury	01711388431	22 Madhushahid						Doctor	dr-emad-hussain-choudhury																	
07/10/2025 15:31:36	Dr Faisal Ahmed	0821 714727	MAG Osmani Medical College Hospital						Doctor	dr-faisal-ahmed																	
07/10/2025 15:31:36	Dr Istiaq Ul Fattah	0821 815864, 01819550757	Medi Aid Complex, Modushahid Majar Road						Doctor	dr-istiaq-ul-fattah																	
07/10/2025 15:31:36	Dr Jamila Khatun Chowdhury	0821 815110	98 Kazalshah (2nd Flr), Osmani Medical College Rd						Doctor	dr-jamila-khatun-chowdhury																	
07/10/2025 15:31:36	Dr K.Z. Alam	0821 815110	98 Kazalshah (2nd Flr), Osmani Medical College Rd						Doctor	dr-kz-alam																	
07/10/2025 15:31:36	Dr M Foiz Ahmod	0821 716312, 0821 716308	Civil Surgeon Office						Doctor	dr-m-foiz-ahmod																	
07/10/2025 15:31:36	Dr M Khaled Mahmud	01711944722	25 Stadium Market						Doctor	dr-m-khaled-mahmud																	
07/10/2025 15:31:36	Dr M. Ekhlasur Rahman	0821 815110	98 Kazalshah (2nd Flr), Osmani Medical College Rd						Doctor	dr-m-ekhlasur-rahman																	
07/10/2025 15:31:36	Dr M. Shah Alam	01552831088	Heart Disease Hospital						Doctor	dr-m-shah-alam																	
07/10/2025 15:31:36	Dr Mahzuba Umme Salam	0821 815110	98 Kazalshah (2nd Flr), Osmani Medical College Rd						Doctor	dr-mahzuba-umme-salam																	
07/10/2025 15:31:36	Dr Md. Aminur Rahman Laskar	0821 718064, 01711355134	H12, Block H, Main Road, Shahjalal Uposhohar						Doctor	dr-md-aminur-rahman-laskar																	
07/10/2025 15:31:36	Dr Md. Foyzul Islam Chowdhury	0821 815110	98 Kazalshah(2nd Flr), Osmani Medical College Rd						Doctor	dr-md-foyzul-islam-chowdhury																	
07/10/2025 15:31:36	Dr Md. Habibur Rahman	0821 815864, 0821 718686	Medi Aid Complex, Modushohid Majar Road						Doctor	dr-md-habibur-rahman																	
07/10/2025 15:31:36	Dr Md. Jahangir Alam	0821 815110	98 Kazalshah(2nd flr), Osmani Medical College Rd						Doctor	dr-md-jahangir-alam																	
07/10/2025 15:31:36	Dr Md. Sazedul Haque	0821 815110	98 Kazalshah (2nd Flr), Osmani Medical College Rd						Doctor	dr-md-sazedul-haque																	
07/10/2025 15:31:36	Dr Md. Shah Kamal	0821 815110	98 Kazalshah (2nd Flr), Osmani Medical College Rd						Doctor	dr-md-shah-kamal																	
07/10/2025 15:31:36	Dr Mohammad Kamruzaman Khan	01711365126, 0158315778	Haque Manjil, Bhatalia, Sylhet						Doctor	dr-mohammad-kamruzaman-khan																	
07/10/2025 15:31:36	Dr. Monirul Islam	01818550155	Royal Drugs, 28 Stadium Market, Sylhet						Doctor	dr-monirul-islam																	
07/10/2025 15:31:36	Dr Monjur Rashid Chowdhury	0821 721725, 0171524000	ABC Diagnostic Center Chowhatta, Sylhet						Doctor	dr-monjur-rashid-chowdhury																	
07/10/2025 15:31:36	Dr Mrinal Kanti Das	0821 712455, 01818089550	Central Drug & Consultation Centre, Rikabi Bazar, Sylhet						Doctor	dr-mrinal-kanti-das																	
07/10/2025 15:31:36	Dr Nurul Huda Nayeem		26 Stadium Market (1st floor), Sylhet						Doctor	dr-nurul-huda-nayeem																	
07/10/2025 15:31:36	Dr S M Habibullah Salim	01711984610	M.A.G. Osmani Medical College Hospital, Sylhet						Doctor	dr-s-m-habibullah-salim																	
07/10/2025 15:31:36	Dr Sankor Kumar Roy	01724010657	M.A.G. Osmani Medical College Hospital						Doctor	dr-sankor-kumar-roy																	
07/10/2025 15:31:36	Dr Sayed Monirul Islam	0818550155	Heart Disease Hospital, Sylhet						Doctor	dr-sayed-monirul-islam																	
07/10/2025 15:31:36	Dr Shaikh Aziz Chowdhury	0821 723747, 0171920550	M.A.G. Osmani Medical College Hospital, Sylhet						Doctor	dr-shaikh-aziz-chowdhury																	
07/10/2025 15:31:36	Dr Shudhangshu Ranjan Dey	0821 815110	98 Kazalshah (2nd Flr), Osmani Medical College Rd, Sylhet						Doctor	dr-shudhangshu-ranjan-dey																	
07/10/2025 15:31:36	Dr Sudhangshu Ranjan Dey	0821 715388, 0821 812100	MAG Osmani Medical College , Sylhet						Doctor	dr-sudhangshu-ranjan-dey																	
07/10/2025 15:31:36	Dr Syed Mahmud Hasan	0821 712174, 0821 717476	22 Stadium Market, Sylhet						Doctor	dr-syed-mahmud-hasan																	
07/10/2025 15:31:36	Dr Syed Mamun Muhammad	0821 815110	98 Kazalshah (2nd Flr), Osmani Medical College Rd, Sylhet						Doctor	dr-syed-mamun-muhammad																	
07/10/2025 15:31:36	Dr. Abdur Razzaque	0821 723441	11 Stadium Market, Sylhet						Doctor	dr-abdur-razzaque																	
07/10/2025 15:31:36	Dr. Abu Syeed Manzur Alam	0821 719165, 0821 720356	Stadium Market, Sylhet						Doctor	dr-abu-syeed-manzur-alam																	
07/10/2025 15:31:36	Dr. Abul Hasnat Ferdous	0821 714439, 01711832017	Al Mahamood Drug House, Chawhatta, Sylhet						Doctor	dr-abul-hasnat-ferdous																	
07/10/2025 15:31:36	Dr. Afzal	0821 761688	North East Medical College, Sylhet						Doctor	dr-afzal																	
07/10/2025 15:31:36	Dr. Ahmed Zaynuddin Sany	01819592883	39-45/B Stadium Market, Sylhet						Doctor	dr-ahmed-zaynuddin-sany																	
07/10/2025 15:31:36	Dr. Aleya Abid Ahmed	0821 718686	Medi Aid Diagnostic Care, Modhushahid, Sylhet						Doctor	dr-aleya-abid-ahmed																	
07/10/2025 15:31:36	Dr. Anwara Begum	0821 721864	48 Stadium Market (1st Floor), Sylhet						Doctor	dr-anwara-begum																	
07/10/2025 15:31:36	Dr. Atiqur Rahman	0821 712711	9 Monolova, New Medical Road, Kazalsha, Sylhet						Doctor	dr-atiqur-rahman																	
07/10/2025 15:31:36	Dr. Azir Uddin Ahmed	0821 713454, 0821 718602	Islam Monjil, 10 Bitika, Lamabazar, Sylhet						Doctor	dr-azir-uddin-ahmed																	
07/10/2025 15:31:36	Dr. Azizur Rahman	0821 712804	Chowhatta Residence 92, Housing Estate, Amborkhan, Sylhet						Doctor	dr-azizur-rahman																	
07/10/2025 15:31:36	Dr. Cyrus Shakiba	0821 717400, 0821 718485	66 East Stadium Market, Sylhet						Doctor	dr-cyrus-shakiba																	
07/10/2025 15:31:36	Dr. Farzana Jahan	0821 713788	East Zindabazar , Sylhet						Doctor	dr-farzana-jahan																	
07/10/2025 15:31:36	Dr. Ismail Patwary	0821 715500, 0171344025	71,72 East Stadium Market, Sylhet						Doctor	dr-ismail-patwary																	
07/10/2025 15:31:36	Dr. Israt Jahan Karim	01747915080	New Medical Road, Kazolshah, Sylhet						Doctor	dr-israt-jahan-karim																	
07/10/2025 15:31:36	Dr. Jahanara Begum	0821 713265	113/1 Kajalshah, Sylhet						Doctor	dr-jahanara-begum																	
07/10/2025 15:31:36	Dr. Jamil Ahmed		Shaheed Dr. Shamsuddin Ahmed Hospital, Chowhatta, Sylhet						Doctor	dr-jamil-ahmed																	
07/10/2025 15:31:36	Dr. Kamal Ahmed	01746467901	New Medical Road, kazolshah, Sylhet						Doctor	dr-kamal-ahmed																	
07/10/2025 15:31:36	Dr M. A. Khaleque	0821 717321, 0821 71132l	156 kajalshah, Osmani Medical College Road, Sylhet						Doctor	dr-m-a-khaleque																	
07/10/2025 15:31:36	Dr. M.S. Al-Mamun		Bishwanath Bazar						Doctor	dr-ms-almamun																	
07/10/2025 15:31:36	Dr. Mashuqur Rahman Chowdhury	0821 712244	49 Stadium Market, Sylhet						Doctor	dr-mashuqur-rahman-chowdhury																	
07/10/2025 15:31:36	Dr. Md Arifur Rahman	01714000783	Holy View Complex, Dorgah Gate, Sylhet						Doctor	dr-md-arifur-rahman																	
07/10/2025 15:31:36	Dr. Md. Nazmul Islam	0821 721812	47 East Stadium Market (1st Floor), Sylhet						Doctor	dr-md-nazmul-islam																	
07/10/2025 15:31:36	Dr. Mustofa Toufik Ahmed	01747915080	New Medical Road, Kazolshah, Sylhet						Doctor	dr-mustofa-toufik-ahmed																	
07/10/2025 15:31:36	Dr. Parvin Akter	0821 713378	Sylhet						Doctor	dr-parvin-akter																	
07/10/2025 15:31:36	Dr. Samsul Haque Chowdhury	0821 715338, 0821 717051	19 Stadium Market, Syhet						Doctor	dr-samsul-haque-chowdhury																	
07/10/2025 15:31:36	Dr.Harunur Rashed	0821 716088	Stadium Market						Doctor	drharunur-rashed																	
07/10/2025 15:31:36	Md. Shah Jamal Hossain		33,34 Stadium Market (1st Floor)						Doctor	md-shah-jamal-hossain																	
07/10/2025 15:31:36	Dr. Md. Abdul Haque	0821 712541	Homeo Health Center, Jallarpar						Doctor	dr-md-abdul-haque																	
07/10/2025 15:31:36	Dr. Md. Oliur Rahman	01754673017, 0821 710918	Medinova Medical Services, 98 Kajolshah, New Medical Road, Sylhet						Doctor	dr-md-oliur-rahman																	
07/10/2025 15:31:36	Dr Nasir Uddin Sagar	01671887145	Sylhet MAG Osmani Medical College						Doctor	dr-nasir-uddin-sagar																	
07/10/2025 15:31:36	Dr Khursheda Tahmin	01711300886	Green View Computarised Diagnostic Complex, Dorga Moholla, Sylhet						Doctor	dr-khursheda-tahmin																	
